canonical_id,merged_id,normalized
10937,9615,remote_collaboration
24163,11026,overhead_rigging
23992,11053,foley_artistry
11057,23977,audio_mixing
24025,11097,cg_integration
11112,24049,particle_systems
24578,11127,color_space_management
24172,11157,historical_accuracy
24549,11215,audio_gear
11244,23842,bmpcc_6k
23985,11266,streaming_optimization
24608,11272,2k_dcp
24609,11273,4k_dcp
24610,11274,3d_dcp
24611,11275,atmos_dcp
24259,11281,instagram_reels
24261,11284,linkedin_video
24491,11293,production_budgeting
24505,11297,call_sheet_creation
11309,24108,motion_graphics_design
24111,11310,explainer_videos
23889,11318,sports_graphics
11320,33283,kinetic_typography
11324,24092,cinema_4d
23896,11326,broadcast_graphics
24089,11328,character_animation
28572,11329,product_rendering
11348,19345,budgeting_and_forecasting
18968,11505,fraud_detection_and_prevention
11742,17869,operational_risk_management
11752,17884,liquidity_risk_management
29200,11777,capital_planning
11938,20390,deluge_systems
20407,11990,central_battery_systems
20671,12015,eye_protection
22488,12225,media_training
4432,12311,solid_waste_management
7838,12479,defense_in_depth
7466,12507,multi_factor_authentication
19515,12650,counterbalance_forklift
6044,12666,critical_lift_planning
31783,12859,loss_prevention
23132,2284,generative_design
28419,13263,paper_prototyping
23499,13277,network_architecture
13326,33452,event_handling
13341,1495,code_review
24054,13377,pyro_fx
24448,13503,full_body_capture
24055,13573,fluid_simulation
10201,13743,print_design
24110,13789,title_sequences
24112,13835,character_sculpting
24113,13836,hard_surface_sculpting
13886,28690,label_design
18814,13900,personal_branding
28242,13908,filled_icons
23810,13960,360_video_editing
13967,23816,audio_post_production
24434,14106,location_based_ar
24435,14125,face_filters
24466,14139,browser_vr
2503,25402,thermal_simulation
16452,14576,aws_iot_greengrass
23531,14599,industrial_automation
16412,14612,edge_analytics
14654,10638,pressure_sensors
14680,9359,modbus_tcp_ip
2619,25531,metal_matrix_composites
2620,25569,ceramic_matrix_composites
2621,22074,material_selection
25881,15023,bearing_analysis
29218,15052,smart_hvac
29495,15065,temperature_monitoring
24844,15076,critical_care_nursing
25212,15097,pain_management
24719,15112,fetal_monitoring
24682,15121,progress_notes
24683,15122,discharge_summaries
29836,15127,dementia_care
24708,15128,spiritual_care
24853,15129,trauma_nursing
25061,15131,stroke_management
24854,15132,disaster_response
29838,15137,neurological_rehabilitation
24679,15138,chronic_disease_management
24696,15139,diabetes_management
24698,15142,heart_failure_management
15148,24783,general_surgery
24827,15150,trauma_surgery
24784,15151,abdominal_surgery
24788,15152,minimally_invasive_surgery
24825,15162,heart_transplant
27291,15253,cardiovascular_pharmacology
28484,2746,asset_management
2747,28117,product_lifecycle_management
23160,2748,requirements_management
27351,15325,antibody_engineering
27356,15334,bispecific_antibodies
27410,15343,single_cell_sequencing
512,15349,cell_free_systems
27429,15419,flow_cytometry
24739,15507,cloud_pacs
30736,15565,malaria_control
30001,2817,virtual_teams
31730,15607,medical_device_regulation
15611,25205,phase_i_iv_trials
2834,1478,motion_control
27655,15621,api_manufacturing
30786,15686,on_site_monitoring
24908,15757,sleep_monitoring
16759,15818,compliance_reporting
5,15910,burnout_prevention
10556,15931,vendor_management
32084,16029,content_management
16100,319,performance_analytics
20765,16165,real_time_dashboards
20765,17091,real_time_dashboards
16290,2734,batch_control
4772,16293,abb_800xa
16306,21083,motion_control_systems
16332,4828,recipe_development
14581,16448,azure_iot_central
20613,16476,vibration_sensors
16553,11362,kpi_dashboards
16557,19438,carbon_footprint_tracking
20020,16565,prescriptive_analytics
2739,16570,quick_changeover
16598,2701,material_handling
2845,16634,torque_control
2632,16643,laser_welding
15482,16763,quality_metrics
16782,19683,what_if_analysis
3507,16841,behavioral_analysis
7557,16855,vulnerability_assessment
16857,18343,rollback_procedures
4359,16882,ftir_spectroscopy
20193,16903,reliability_centered_maintenance_rcm
20193,21127,reliability_centered_maintenance_rcm
16917,18173,custom_dashboards
20794,16992,binder_jetting
21016,17031,poka_yoke
8282,17082,delta_lake
17133,4777,scada_systems
19418,17621,fleet_telematics
2945,17644,wallet_integration
22299,17704,a_b_testing_and_experimentation
22299,32551,a_b_testing_and_experimentation
17899,11773,stress_testing_and_scenario_analysis
18988,17908,business_continuity_and_disaster_recovery
18988,11760,business_continuity_and_disaster_recovery
24625,18360,cloud_storage
18957,18489,reputational_risk
18531,16066,annual_reviews
7806,18640,business_continuity_planning
18837,8676,professional_development
25914,18992,kpi_development
27591,19050,fda_submissions
19102,31577,trademark_management
17364,3454,embedded_insurance
17676,19296,real_time_fraud_detection
19517,12652,order_picker
19709,26934,control_tower_operations
19823,26761,pharmaceutical_cold_chain
442,19837,controlled_atmosphere_storage
19890,16644,autonomous_mobile_robots_amr
21090,19908,laser_guided_agv
32690,20044,custom_visualizations
26724,20057,oracle_transportation_management
28058,20109,fishbone_diagram
20171,34147,building_management_systems_bms
20174,9597,asset_lifecycle_management
31179,20318,chiller_plant_optimization
20332,29228,access_control_systems
20343,12495,cybersecurity_for_physical_systems
20398,12239,phased_evacuation
20427,11966,kitchen_fire_suppression_systems
20522,34024,composting_and_organic_waste_management
34234,20535,rcra_compliance
12007,20665,osha_1910_general_industry
20742,26845,rockwell_factorytalk
26849,20757,mixed_model_production
20805,25549,investment_casting
20851,16957,solidworks_simulation
20872,12086,failure_mode_and_effects_analysis_fmea
23136,20904,geometric_dimensioning_and_tolerancing_gd_and_t
20919,26959,supplier_quality_management
20924,26979,long_term_capability
21047,21695,allen_bradley_plc
21047,4774,allen_bradley_plc
21073,23543,deep_learning_vision
17136,21096,industrial_cybersecurity
21112,20074,lockout_tagout
6008,21116,lockout_tagout_loto
21233,19690,e_procurement
21255,21817,material_traceability
8480,21385,performance_based_design
21102,21442,condition_based_maintenance
2807,21585,export_control
18187,21997,firewall_management
22021,9055,compliance_tracking
15012,22084,waste_management
22257,33067,product_launch_campaigns
22280,32731,street_furniture
22387,32722,multi_channel_campaigns
22397,32058,enhanced_e_commerce
32692,22402,google_tag_manager
22528,32218,behavioral_segmentation
22552,32832,churn_analysis
22566,28650,prototype_testing
18839,22584,technology_trends
33258,22622,canva_design
22668,32221,customer_lifetime_value_analysis
22693,1970,real_time_reporting
22693,26551,real_time_reporting
7197,22714,win_back_campaigns
22719,32694,cross_domain_tracking
22771,8751,win_loss_analysis
22771,32020,win_loss_analysis
22785,32836,partner_marketing
22832,33073,influencer_contract_negotiation
22845,32060,attribution_modeling
7217,22855,vip_programs
22883,32791,domain_reputation
22902,32795,promotional_sms
22925,32509,demographic_scoring
22981,33036,twitter_spaces
23052,29574,badge_printing
23060,31555,panel_discussions
23063,33087,engagement_tracking
23065,32765,revenue_attribution
23079,28663,session_recordings
23089,29078,contingency_planning
23107,32925,hubspot_marketing_certification
23112,2280,parametric_design
23113,2285,sheet_metal
23114,2243,mold_design
2321,23121,piping_design
2301,23122,cam_programming
23124,2247,advanced_simulation
23125,21172,die_design
2283,23131,fusion_360
20792,23133,additive_manufacturing
2705,23134,cnc_machining
23139,20907,datum_reference_frames
23144,2177,surface_modeling
23145,2275,automotive_styling
2197,23147,reverse_engineering
23196,2843,dtc_control
23240,5583,bim_coordination
23270,5846,pre_engineered_buildings
6307,23336,well_building_standard
23341,5891,acoustic_insulation
6144,23366,value_engineering
23384,5978,fall_protection
23397,6183,cpi_spi_analysis
11352,23398,variance_analysis
21131,23514,electrical_calibration
23584,1570,regression_testing
2144,23599,sandwich_structures
23628,2070,corrosion_protection
23732,2299,multiphase_flow
23742,5715,centrifugal_pumps
23762,5927,water_tube_boilers
23804,10902,multicam_editing
23814,11128,aces_workflow
23831,10802,red_camera_systems
11250,23856,digital_imaging_technician
23871,11071,virtual_production
23953,11058,film_mixing
23981,11059,music_mixing
11089,24020,adobe_after_effects
11108,24022,motion_tracking
24086,13344,geometry_nodes
13828,24097,architectural_rendering
13996,24114,creature_design
13583,24141,crowd_simulation
24228,11135,live_reporting
6642,24268,investigative_interviews
4199,24275,statistical_analysis
13697,24392,ad_integration
6638,24406,live_streaming
24432,14105,marker_based_ar
24445,14115,spatial_audio_design
24459,6233,training_simulations
14123,24462,mobile_ar
6830,24515,feature_films
24541,16203,union_compliance
24763,15408,point_of_care_testing
24805,15179,spine_surgery
24866,15764,physical_therapy
24971,15209,peritoneal_dialysis
25011,15474,meditech_ambulatory
25029,15534,hipaa_compliance_and_privacy
21148,25130,ergonomic_assessment
25368,4217,pressure_transient_analysis
25396,4872,property_modeling
25724,4233,cryogenic_processing
25743,4249,pipeline_scada
22473,25809,community_relations
20703,25962,high_voltage_safety
19057,26092,environmental_regulations
11685,26145,portfolio_monitoring
26161,13279,focus_groups
8392,26174,regression_analysis
22472,26302,grassroots_advocacy
26362,11544,sasb_standards
26405,30541,nutrition_and_food_security_programs
13078,26427,sign_language
26746,19450,same_day_delivery
26779,19479,oracle_wms
19503,26788,blind_counting
20741,26844,sap_mes
27093,20749,machine_learning_forecasting
22697,27112,tableau_prep
27178,4110,lean_six_sigma_green_belt
15332,27349,protein_engineering
27408,15341,whole_genome_sequencing
27723,15724,cancer_genomics
33583,5083,log_analytics
28076,3690,user_story_mapping
22725,28092,go_to_market_strategy
2408,28407,rapid_prototyping
28431,8652,visual_storytelling
28514,22914,cognitive_accessibility
28531,1743,automated_scanning
28676,13871,brand_architecture
29183,2711,energy_monitoring
29215,19940,vibration_analysis
29240,7504,facial_recognition
29329,11649,performance_attribution
6122,29397,detailed_estimating
29430,12933,leed_certification
6264,29458,solar_pv_systems
14682,29502,mqtt_protocol
3817,29595,risk_modeling
8339,29634,time_series
30297,11644,screening_tools
30416,15610,good_clinical_practice_gcp
15612,30431,international_trials
30654,19052,510k_submissions
19850,30780,temperature_excursion_management
2110,30932,ice_protection
31041,2384,hydrogen_fuel_cell_systems
20656,31149,building_energy_management_systems_bems
31475,8415,canonical_correlation
7792,31616,risk_assessment_and_management
31620,5285,budget_management
31790,19679,promotional_planning
31803,2198,competitive_analysis
22581,31831,service_blueprinting
31901,3523,apple_pay
22988,32079,facebook_marketplace
32147,11859,expense_management
32216,3458,customer_segmentation
22847,32232,ambassador_programs
32315,22823,product_bundling
22339,32534,performance_max
32548,15997,custom_reports
22407,32558,affiliate_marketing
32607,10869,commercial_scripts
22288,32740,radio_advertising
22900,32793,sms_marketing
22753,32821,saas_pricing
32870,5498,action_planning
22997,32991,idea_pins
22796,33061,influencer_discovery_and_vetting
22352,33118,lead_gen_forms
33141,22963,hootsuite_platform_management
23010,33185,social_media_crisis_management
13674,33630,build_automation
1604,33830,selenium_grid
33840,1667,mock_servers
23399,6184,estimate_at_completion
945,6185,trend_analysis
34149,6265,solar_thermal
34545,16036,instructional_design
8473,34549,curriculum_mapping
8494,34559,learning_objectives_development
34578,9105,udl_assessment
34826,8555,immersive_reader
34846,5093,data_collection
8894,35072,asynchronous_learning_design
35079,8524,blended_learning_design
35184,3898,microsoft_teams
9974,6674,conflict_of_interest_management
30574,7825,data_mapping
7952,916,model_selection
8025,1459,generative_adversarial_networks
8097,1028,entity_recognition
8108,1197,hybrid_search
8125,1208,function_calling
8140,1242,tool_use
8246,28640,task_dependencies
8276,17083,data_cataloging
8296,1251,model_serving
8445,1257,weights_and_biases
34694,9127,computer_based_testing
20162,9633,corrective_maintenance
27172,13142,demand_forecasting
13737,28253,adobe_illustrator
13922,28213,adobe_xd
30672,14031,annual_reports
28742,14166,transactional_emails
16937,14582,azure_digital_twins
24730,15188,radiology_and_medical_imaging
15245,27489,medicinal_chemistry
15683,21701,remote_monitoring
14675,16680,can_fd
18465,3954,executive_coaching
35155,18538,recognition_and_rewards
5413,18567,executive_presence
31822,20188,vendor_performance_evaluation
25958,20684,sewer_entry
21035,26848,continuous_flow_manufacturing
21694,2687,siemens_plc
22696,17098,server_administration
23108,32923,google_analytics_certification
23164,2207,service_manuals
23199,14989,audio_processing
23200,4295,image_processing
23236,5591,revit_structure
23374,2794,design_collaboration
23405,6134,bluebeam_revu
23708,6204,construction_sequencing
24033,10973,color_grading
24102,13402,creature_animation
13805,24130,puppet_animation
13274,24144,tool_development
6840,24224,beat_board
6646,24225,broadcast_journalism
8158,1069,voice_cloning
15178,24808,orthopedic_surgery
28200,3925,strategic_roadmapping
28229,13879,brand_color_systems
10974,28248,adobe_photoshop
13746,28285,affinity_designer
28306,13933,hover_states
28604,13771,poster_design
22375,29102,marketing_automation
29130,14011,virtual_tours
29298,6170,document_management
6282,29466,passive_house_design
30331,4484,legal_compliance
31494,15346,multiplex_pcr
19714,32276,order_management_systems_oms
22630,32613,email_copywriting
33431,14617,custom_components
1786,33632,github_actions
13243,33712,unreal_engine
14487,33765,arm_architecture
1511,7960,bayesian_optimization
11346,1525,sensitivity_analysis
1556,11377,natural_language_processing
7962,1566,reinforcement_learning
1599,28036,usability_testing
28161,1600,heuristic_evaluation
25866,1635,web_scraping
33829,1656,page_object_model
23583,1679,performance_testing
22554,1711,real_time_monitoring
22554,10590,real_time_monitoring
29379,1718,performance_metrics
28729,1730,mobile_performance
1744,16861,active_scanning
1770,17034,quality_gates
17272,1787,workflow_automation
1790,33636,gitlab_ci_cd
33638,1791,auto_devops
1823,16649,blue_prism
1828,16650,automation_anywhere
16784,5089,performance_analysis
33838,1863,api_testing
31986,1945,pipeline_management
16924,1947,backlog_management
23880,1955,advanced_filters
17130,1977,embedded_systems
26681,2080,global_sourcing
18486,2081,risk_management
23305,2111,fire_protection
23764,2129,cryogenic_systems
2143,23597,carbon_fiber
17128,2156,digital_manufacturing
2166,10687,packaging_design
2172,31426,design_for_manufacturing
31657,2173,injection_molding_design
23110,2175,sheet_metal_design
31427,2176,design_for_assembly
2182,24098,product_visualization
27999,2187,design_thinking
22136,2188,service_design
31412,2189,experience_design
10359,2193,sustainable_materials
23375,2200,quality_control
2202,31283,sustainable_product_design
10450,2203,cradle_to_cradle_design
567,2206,circular_economy
31032,2212,durability_testing
31031,2213,environmental_testing
10672,2215,digital_portfolio
10673,2216,print_portfolio
10674,2217,interactive_portfolio
25209,2223,patient_monitoring
2244,17002,siemens_nx
2250,16951,ansys_fluent
2282,29302,complex_geometry
2292,31639,finite_element_analysis
2294,16958,nonlinear_analysis
23286,2295,contact_analysis
2296,31641,computational_fluid_dynamics
2303,21207,high_speed_machining
2306,17006,lattice_structures
10262,2316,laser_cutting
25888,2325,pneumatic_systems
2326,9395,battery_management_systems
2327,9396,active_balancing
2328,9397,passive_balancing
2332,21706,permanent_magnet_motors
2336,23173,power_electronics
2351,21689,high_voltage_systems
2361,9433,frequency_regulation
21710,2362,peak_shaving
23449,2363,demand_response
2370,31029,battery_testing_and_validation
31030,2371,abuse_testing
10602,2377,phase_change_materials
31042,2385,pem_fuel_cells
2395,31014,grid_services
2396,9453,off_grid_applications
30994,2397,commercial_storage
31643,2399,metal_3d_printing
23559,2400,polymer_printing
2416,16996,stainless_steel
26945,2430,statistical_process_control
30930,2494,airfoil_design
7148,2546,six_sigma
2547,25563,non_destructive_testing
2549,25565,digital_radiography
31649,2556,vision_systems
2557,21461,reliability_engineering
12087,2558,design_fmea
12088,2559,process_fmea
2560,27998,fault_tree_analysis
2570,21668,process_safety
28453,2572,component_testing
23624,2574,fatigue_testing
21370,2577,type_approval
23287,2592,fracture_mechanics
2611,23596,composite_materials_engineering
2616,21397,lightweight_materials
2630,23648,joining_technologies
23620,2631,friction_stir_welding
23651,2633,structural_adhesives
23605,2635,corrosion_engineering
23606,2637,galvanic_corrosion
23607,2638,stress_corrosion_cracking
9398,2646,thermal_management
2657,23621,fatigue_and_fracture_mechanics
23622,2658,high_cycle_fatigue
23623,2659,low_cycle_fatigue
10355,2667,injection_molding
23638,2675,electronic_ceramics
2681,17127,industrial_robotics
23505,2683,collaborative_robots
17132,2686,plc_programming
23480,2689,mitsubishi_plc
23541,2691,machine_vision_systems
17070,2692,defect_detection
1125,2695,3d_vision
16600,2703,machine_tending
21153,2706,multi_axis_machining
21153,23555,multi_axis_machining
23579,2710,asset_tracking
17050,2712,quality_analytics
2713,26799,automated_guided_vehicles
26984,2722,lean_manufacturing
25583,2729,real_time_scheduling
16597,2731,arc_welding
9399,2736,safety_systems
2738,16566,flexible_manufacturing_systems
2742,21459,digital_twin_technology
2776,16754,deviation_management
2784,31269,compliance_management
2793,10536,supplier_collaboration
27013,2802,visual_work_instructions
10442,2815,modular_design
2835,29421,system_integration
31019,2839,pack_integration
32601,2858,user_manuals
21699,2894,bridge_integration
2958,1008,plugin_development
17049,2970,performance_optimization
33560,2988,query_optimization
3019,9706,algorithmic_trading
3036,17089,metadata_management
3076,10589,order_management
738,3080,market_analytics
3113,17888,collateral_management
16564,3149,yield_optimization
22142,3239,revenue_sharing
28337,3286,push_notifications
23227,3366,static_analysis
3367,25698,dynamic_testing
3373,1337,homomorphic_encryption
31962,3393,account_management
33080,3422,fraud_detection
29330,3443,portfolio_optimization
3449,17836,regulatory_reporting
17605,3453,claims_automation
3457,29083,transaction_analysis
31116,3473,penetration_testing
3484,9714,real_time_settlement
7117,3490,subscription_lifecycle
33799,3512,event_sourcing
30782,3530,expiry_management
12590,3582,courtroom_testimony
3613,1361,memory_management
3649,17781,document_verification
17662,3651,risk_scoring
28810,3664,certified_scrum_product_owner_cspo
18609,3677,lean_six_sigma
26985,3678,lean_enterprise
31421,3679,lean_startup
28077,3689,release_planning
3702,28095,agile_product_management
25573,3710,schedule_optimization
23396,3720,earned_value_management_evm
3726,29394,resource_leveling
23357,3729,baseline_management
31726,3750,feasibility_studies
3771,28304,interactive_prototypes
3777,23158,product_lifecycle_management_plm
28114,3784,concierge_mvp
28115,3785,wizard_of_oz_mvp
3787,32804,go_to_market_gtm_strategy
3795,28026,weighted_scoring
3796,28024,cost_of_delay
28801,3797,opportunity_scoring
3800,24397,engagement_metrics
26509,3803,ethnographic_research
3805,23362,portfolio_management
28067,3816,monte_carlo_simulation
7193,3822,crisis_management
7260,3824,change_management
18499,3827,cultural_change
7229,3828,conflict_resolution
3833,27624,community_engagement
10107,3841,gdpr_compliance
9938,3842,sox_compliance
3844,28851,project_scheduling
23412,3845,schedule_compression
3850,10574,capacity_planning
28815,3856,milestone_planning
28135,4068,lean_canvas
23239,3863,parametric_modeling
16749,3865,lean_scheduling
23359,3886,microsoft_project
3922,18436,strategic_planning
3924,323,scenario_planning
3931,17700,executive_dashboards
7169,3933,predictive_analytics
35165,3934,change_leadership
18498,3935,digital_transformation
10032,3936,servant_leadership
18623,3937,agile_leadership
18579,3946,investor_relations
3960,26623,zero_based_budgeting
31622,3961,capital_budgeting
26680,3970,strategic_sourcing
26683,3972,supplier_relationship_management
26970,3978,iso_audits
3987,10567,iso_9001
26990,4009,six_sigma_black_belt
4056,873,data_driven_decision_making
27103,4057,advanced_analytics
4062,29619,automated_reporting
26995,4064,value_stream_mapping
4071,28090,impact_mapping
28848,4079,sprint_planning
4090,20955,cost_benefit_analysis
4090,26149,cost_benefit_analysis
4094,16916,power_bi
4095,29617,dax_formulas
4113,18444,process_optimization
27179,4114,lean_six_sigma_black_belt
25723,4138,gas_processing
27250,4140,process_troubleshooting
841,4170,energy_optimization
4173,9191,real_time_optimization
16954,4187,turbulence_modeling
4206,9148,emissions_control
4216,25919,material_balance
4219,25346,directional_drilling
25411,4221,underbalanced_drilling
25726,4234,amine_treating
4244,25391,polymer_flooding
4245,25392,microbial_eor
25711,4247,subsea_pipelines
23578,4254,digital_twin
25747,4257,fixed_platforms
25722,4267,safety_instrumented_systems
4270,21115,bow_tie_analysis
4270,21871,bow_tie_analysis
91,4272,emergency_response
27909,4284,powder_xrd
25544,4297,induction_hardening
25543,4300,vacuum_heat_treatment
29898,4305,quality_assurance
25527,4308,high_entropy_alloys
25532,4312,additive_manufacturing_powders
4336,23587,materials_selection_and_design
4339,20899,non_destructive_testing_ndt
4339,23610,non_destructive_testing_ndt
4340,25566,eddy_current_testing
27484,4345,high_throughput_screening
4354,453,twin_screw_extrusion
31500,4360,nmr_spectroscopy
20791,4383,gas_assisted_molding
20789,4413,post_processing
29669,4416,osha_compliance
4421,12085,quantitative_risk_assessment
4425,25798,epa_regulations
25767,4427,environmental_impact_assessment
25942,4435,respiratory_protection
25956,4438,confined_space_entry
4439,12071,process_safety_management_psm
4442,12075,pre_startup_safety_reviews
4443,25925,contractor_safety
90,4448,crisis_communication
4457,31277,reverse_osmosis
4458,31276,zero_liquid_discharge
4467,12123,dust_explosion_prevention
34264,4477,stack_testing
33872,4482,ems_implementation
31501,4494,raman_spectroscopy
31004,4528,solid_state_batteries
25525,4541,titanium_alloys
4553,21714,neural_networks
9187,4567,fuel_cells
371,4568,energy_storage
9392,4578,flow_batteries
4580,9454,battery_recycling
22060,4582,heat_exchangers
23766,4592,air_separation
4596,31249,carbon_capture_and_storage_ccs
4596,33974,carbon_capture_and_storage_ccs
33976,4598,geological_storage
30714,4603,nuclear_safety
31264,4606,heat_pumps
23291,4607,vav_systems
23734,4615,combustion_modeling
4648,23973,batch_processing
27822,4658,enzyme_production
4693,25533,pitting_corrosion
4695,21810,cathodic_protection_systems
23771,4699,storage_tanks
4710,23609,high_temperature_corrosion
25567,4718,composite_materials
4722,25933,risk_based_inspection
4770,16294,emerson_deltav
4776,25880,safety_plc
16336,4783,honeywell_profit_controller
4787,16320,analytical_instruments
4788,25891,control_valves
4790,23493,safety_instrumented_systems_sis
4791,16303,iec_61511
4792,12101,sil_verification
17134,4809,opc_ua
16796,4813,iec_62443
27707,4831,electronic_batch_records
4832,29510,wireless_sensor_networks
4833,29511,mesh_networks
16425,4834,edge_computing
17129,4835,condition_monitoring
16984,4839,virtual_commissioning
4845,9825,direct_air_capture
25371,4863,water_based_muds
25370,4864,oil_based_muds
4869,34145,bio_based_materials
25395,4874,uncertainty_analysis
25398,4875,eclipse_reservoir_simulator
4998,1265,multi_stage_builds
33623,5024,pod_management
5181,5048,zero_trust_networking
5055,17078,data_source_integration
9304,5059,security_monitoring
33303,5079,custom_metrics
5117,24587,disaster_recovery
16288,5126,process_automation
28648,5139,integration_hub
9303,5156,network_segmentation
23918,5159,cdn_configuration
5174,33815,health_checks
5188,33635,secrets_management
33458,5196,event_driven_architecture
5199,33612,azure_functions
5205,33618,cloud_run
1308,5215,deployment_automation
30809,5220,global_distribution
5249,23673,python_scripting
5250,25864,automation_scripts
5252,18333,bash_shell_scripting
5268,24617,version_control_systems
7135,5278,policy_enforcement
5286,29401,resource_optimization
1433,5293,anomaly_detection
